user_id,group,clicked,segment
641,control,0,active
642,control,0,active
643,control,0,active
644,control,1,active
645,control,0,active
646,treatment,0,new
647,treatment,1,active
648,treatment,0,active
649,treatment,1,active
650,control,0,dormant
651,control,1,dormant
652,treatment,0,dormant
653,treatment,0,active
654,treatment,0,active
655,control,0,dormant
656,control,1,new
657,control,0,active
658,control,0,active
659,treatment,0,active
660,treatment,0,active
661,control,0,dormant
662,treatment,0,dormant
663,treatment,0,active
664,control,0,active
665,control,0,new
666,control,0,new
667,control,0,new
668,control,0,active
669,control,0,dormant
670,control,0,active
671,control,1,active
672,treatment,0,active
673,control,0,dormant
674,treatment,0,active
675,control,0,new
676,treatment,0,active
677,control,0,active
678,control,0,active
679,treatment,0,active
680,treatment,0,active
681,treatment,0,active
682,control,1,active
683,control,0,active
684,treatment,0,dormant
685,treatment,0,active
686,treatment,0,dormant
687,treatment,0,dormant
688,control,0,active
689,treatment,0,new
690,control,0,dormant
691,control,0,active
692,control,0,new
693,treatment,1,new
694,control,0,new
695,control,0,dormant
696,treatment,0,active
697,control,1,active
698,treatment,0,dormant
699,control,0,new
700,control,0,dormant
701,treatment,0,new
702,control,0,active
703,control,0,active
704,control,1,new
705,control,0,dormant
706,treatment,0,new
707,control,0,dormant
708,treatment,0,active
709,control,0,dormant
710,treatment,0,new
711,treatment,0,dormant
712,treatment,0,active
713,control,1,active
714,control,0,dormant
715,control,1,active
716,treatment,0,dormant
717,treatment,0,active
718,treatment,0,active
719,control,0,new
720,treatment,0,active
721,treatment,0,new
722,control,0,active
723,control,0,new
724,treatment,1,active
725,treatment,0,active
726,treatment,0,new
727,control,0,dormant
728,treatment,0,active
729,control,0,new
730,control,0,dormant
731,control,0,new
732,treatment,0,dormant
733,treatment,0,active
734,treatment,0,active
735,control,0,active
736,treatment,0,dormant
737,control,0,active
738,treatment,0,active
739,control,0,active
740,control,0,active
741,control,0,new
742,control,0,dormant
743,treatment,0,dormant
744,treatment,0,new
745,control,0,dormant
746,treatment,0,new
747,control,0,active
748,treatment,0,active
749,treatment,0,active
750,treatment,0,active
751,control,0,new
752,treatment,0,dormant
753,treatment,0,active
754,control,0,dormant
755,control,0,dormant
756,treatment,0,active
757,treatment,0,dormant
758,treatment,0,new
759,treatment,0,new
760,treatment,0,dormant
761,control,0,active
762,control,0,active
763,control,0,active
764,treatment,0,dormant
765,control,0,active
766,treatment,0,active
767,treatment,0,new
768,treatment,0,new
769,control,0,dormant
770,treatment,0,active
771,control,0,active
772,treatment,0,active
773,control,0,dormant
774,control,0,active
775,treatment,0,new
776,control,0,new
777,control,0,active
778,treatment,0,active
779,treatment,0,dormant
780,treatment,0,new
781,treatment,1,new
782,treatment,0,active
783,control,1,active
784,control,0,dormant
785,control,0,dormant
786,treatment,0,active
787,treatment,0,dormant
788,control,0,dormant
789,control,0,active
790,treatment,0,new
791,control,0,active
792,treatment,0,dormant
793,treatment,0,dormant
794,treatment,0,active
795,control,0,dormant
796,treatment,0,dormant
797,treatment,0,new
798,treatment,0,active
799,treatment,0,dormant
800,treatment,0,dormant
801,treatment,0,dormant
802,control,0,new
803,treatment,0,active
804,treatment,1,active
805,control,1,dormant
806,treatment,0,active
807,treatment,0,new
808,treatment,0,dormant
809,control,0,active
810,control,0,new
811,treatment,0,active
812,treatment,0,dormant
813,control,0,active
814,treatment,0,active
815,treatment,0,active
816,treatment,0,dormant
817,treatment,1,active
818,control,0,active
819,control,0,active
820,control,0,active
821,treatment,0,new
822,control,0,active
823,control,1,new
824,control,0,dormant
825,treatment,0,dormant
826,treatment,0,active
827,control,0,new
828,control,1,active
829,treatment,0,dormant
830,control,0,new
831,control,0,new
832,control,0,dormant
833,control,0,new
834,control,0,dormant
835,control,0,active
836,control,1,active
837,treatment,0,active
838,control,0,active
839,treatment,0,dormant
840,treatment,0,dormant
841,control,0,active
842,treatment,0,new
843,control,0,active
844,treatment,0,new
845,control,0,new
846,control,0,new
847,control,0,new
848,treatment,1,active
849,treatment,1,dormant
850,treatment,0,active
851,control,0,active
852,treatment,0,dormant
853,control,0,active
854,treatment,0,new
855,control,0,new
856,control,0,active
857,control,0,dormant
858,control,0,active
859,treatment,0,new
860,control,0,dormant
861,treatment,1,active
862,control,0,active
863,treatment,0,active
864,control,0,new
865,control,0,active
866,treatment,1,active
867,control,0,new
868,control,0,new
869,treatment,0,new
870,treatment,0,dormant
871,control,0,dormant
872,control,0,dormant
873,treatment,0,active
874,control,0,dormant
875,control,1,active
876,control,0,active
877,treatment,0,new
878,treatment,0,active
879,control,0,new
880,control,1,active
881,control,0,active
882,treatment,0,dormant
883,control,0,dormant
884,control,0,dormant
885,treatment,0,new
886,control,0,active
887,treatment,0,new
888,control,0,active
889,control,0,new
890,control,0,active
891,treatment,0,new
892,treatment,0,dormant
893,treatment,0,active
894,control,0,new
895,treatment,0,active
896,control,0,active
897,control,0,new
898,treatment,0,active
899,control,0,active
900,control,0,dormant
901,control,0,new
902,control,0,active
903,control,0,dormant
904,treatment,0,dormant
905,control,0,new
906,treatment,0,new
907,treatment,0,dormant
908,control,0,dormant
909,control,0,active
910,control,0,active
911,treatment,0,dormant
912,control,0,new
913,treatment,0,dormant
914,control,0,active
915,treatment,0,active
916,control,0,dormant
917,control,0,dormant
918,treatment,0,dormant
919,treatment,0,dormant
920,control,0,active
921,treatment,0,new
922,control,0,dormant
923,treatment,0,active
924,treatment,0,active
925,control,0,new
926,control,0,new
927,control,0,active
928,treatment,0,active
929,treatment,0,active
930,control,0,active
931,control,0,dormant
932,treatment,0,dormant
933,treatment,0,dormant
934,treatment,0,dormant
935,control,0,active
936,control,0,active
937,control,1,active
938,treatment,0,active
939,control,0,active
940,treatment,0,dormant
941,control,0,new
942,treatment,0,dormant
943,treatment,0,new
944,treatment,0,dormant
945,control,0,dormant
946,control,0,active
947,control,0,new
948,treatment,1,active
949,treatment,0,active
950,treatment,1,active
951,treatment,0,new
952,treatment,0,new
953,control,0,dormant
954,treatment,0,dormant
955,control,0,dormant
956,control,0,new
957,treatment,0,dormant
958,control,0,new
959,control,0,active
960,treatment,0,active
961,control,0,new
962,treatment,0,active
963,control,0,new
964,control,0,dormant
965,control,0,new
966,control,0,active
967,treatment,0,dormant
968,control,0,active
969,treatment,0,dormant
970,control,0,dormant
971,treatment,0,new
972,treatment,1,dormant
973,treatment,0,active
974,control,0,new
975,control,0,active
976,control,0,active
977,treatment,1,active
978,control,0,new
979,control,0,active
980,treatment,0,active
981,control,0,new
982,treatment,0,new
983,control,0,active
984,control,0,dormant
985,treatment,0,new
986,control,0,active
987,treatment,0,new
988,control,0,dormant
989,control,0,dormant
990,treatment,0,active
991,treatment,0,dormant
992,treatment,0,active
993,control,0,dormant
994,treatment,0,active
995,control,0,active
996,control,0,active
997,treatment,1,new
998,control,0,active
999,treatment,0,active
1000,control,0,active
1001,control,0,dormant
1002,treatment,0,active
1003,treatment,0,dormant
1004,treatment,0,active
1005,treatment,0,active
1006,treatment,1,dormant
1007,treatment,0,new
1008,treatment,0,active
1009,control,0,active
1010,control,0,active
1011,control,0,dormant
1012,treatment,0,active
1013,treatment,1,new
1014,control,0,active
1015,treatment,0,active
1016,treatment,1,active
1017,control,0,dormant
1018,treatment,1,dormant
1019,treatment,0,active
1020,control,1,new
1021,treatment,0,active
1022,control,0,dormant
1023,treatment,1,dormant
1024,treatment,0,active
1025,treatment,0,new
1026,control,0,new
1027,treatment,0,active
1028,treatment,0,dormant
1029,control,0,active
1030,treatment,0,dormant
1031,control,0,active
1032,treatment,0,new
1033,control,0,active
1034,control,0,active
1035,control,0,active
1036,treatment,1,active
1037,control,0,dormant
1038,treatment,0,active
1039,control,1,dormant
1040,control,0,active
1041,treatment,0,dormant
1042,treatment,0,dormant
1043,control,1,new
1044,treatment,0,new
1045,treatment,0,new
1046,treatment,0,dormant
1047,control,0,active
1048,control,0,dormant
1049,treatment,0,new
1050,control,0,active
1051,treatment,0,dormant
1052,treatment,0,active
1053,treatment,0,dormant
1054,treatment,0,active
1055,treatment,1,dormant
1056,control,0,dormant
1057,treatment,0,new
1058,control,1,dormant
1059,control,0,new
1060,treatment,0,active
1061,treatment,0,active
1062,treatment,0,active
1063,treatment,0,active
1064,control,0,active
1065,control,0,dormant
1066,treatment,0,dormant
1067,control,0,dormant
1068,control,0,active
1069,control,0,active
1070,control,0,dormant
1071,control,0,active
1072,control,1,active
1073,control,0,active
1074,control,0,active
1075,treatment,0,active
1076,control,0,active
1077,control,0,active
1078,treatment,0,dormant
1079,control,0,active
1080,treatment,0,active
1081,treatment,1,new
1082,control,0,dormant
1083,control,0,active
1084,treatment,0,new
1085,treatment,0,active
1086,control,0,active
1087,treatment,1,new
1088,control,0,new
1089,treatment,0,active
1090,control,0,dormant
1091,treatment,1,dormant
1092,treatment,0,active
1093,treatment,0,active
1094,treatment,0,active
1095,control,0,new
1096,control,0,active
1097,control,0,dormant
1098,control,0,active
1099,treatment,0,active
1100,control,1,dormant
1101,control,0,dormant
1102,treatment,0,active
1103,treatment,0,active
1104,treatment,0,dormant
1105,treatment,0,active
1106,control,0,active
1107,control,0,dormant
1108,treatment,0,dormant
1109,treatment,0,active
1110,control,0,dormant
1111,treatment,0,new
1112,control,0,active
1113,control,0,dormant
1114,treatment,0,active
1115,treatment,0,active
1116,treatment,0,active
1117,control,1,active
1118,treatment,0,new
1119,control,0,active
1120,control,0,dormant
1121,treatment,0,active
1122,treatment,0,active
1123,treatment,0,dormant
1124,treatment,0,dormant
1125,treatment,0,new
1126,treatment,0,new
1127,control,0,active
1128,control,0,dormant
1129,control,0,active
1130,control,0,dormant
1131,treatment,0,new
1132,control,0,active
1133,control,0,active
1134,control,0,dormant
1135,treatment,0,dormant
1136,control,0,active
1137,treatment,0,new
1138,control,0,dormant
1139,control,0,active
1140,treatment,1,active
1141,treatment,0,dormant
1142,control,1,active
1143,treatment,0,active
1144,treatment,0,dormant
1145,control,0,dormant
1146,treatment,0,dormant
1147,treatment,0,active
1148,treatment,0,dormant
1149,treatment,0,new
1150,treatment,0,active
1151,treatment,0,dormant
1152,treatment,0,new
1153,treatment,0,dormant
1154,treatment,0,dormant
1155,treatment,0,active
1156,treatment,0,dormant
1157,control,1,dormant
1158,treatment,0,dormant
1159,treatment,0,new
1160,control,0,active
1161,treatment,0,active
1162,control,0,active
1163,control,0,dormant
1164,treatment,0,active
1165,control,0,dormant
1166,treatment,0,active
1167,treatment,0,active
1168,treatment,0,active
1169,control,0,new
1170,control,0,dormant
1171,treatment,0,new
1172,treatment,0,dormant
1173,treatment,1,active
1174,control,0,active
1175,treatment,1,new
1176,treatment,0,dormant
1177,treatment,0,active
1178,control,1,dormant
1179,treatment,0,active
1180,treatment,0,active
1181,treatment,0,active
1182,control,1,new
1183,treatment,0,active
1184,treatment,0,active
1185,control,0,active
1186,treatment,1,active
1187,treatment,0,dormant
1188,control,0,active
1189,control,0,active
1190,treatment,0,new
1191,control,0,active
1192,treatment,0,active
1193,control,0,active
1194,treatment,0,dormant
1195,control,0,new
1196,treatment,0,active
1197,treatment,0,new
1198,treatment,0,dormant
1199,treatment,0,dormant
1200,control,1,active
1201,treatment,0,active
1202,control,0,dormant
1203,control,0,new
1204,control,0,dormant
1205,control,1,active
1206,treatment,1,active
1207,treatment,0,dormant
1208,control,0,dormant
1209,control,0,active
1210,treatment,0,active
1211,control,0,active
1212,control,0,dormant
1213,control,0,dormant
1214,treatment,0,new
1215,treatment,0,dormant
1216,control,0,active
1217,control,0,dormant
1218,treatment,0,new
1219,treatment,0,new
1220,control,0,new
1221,treatment,0,active
1222,control,0,dormant
1223,control,0,new
1224,treatment,1,dormant
1225,control,0,active
1226,treatment,0,new
1227,control,0,active
1228,control,1,active
1229,treatment,0,active
1230,control,0,dormant
1231,treatment,0,active
1232,control,0,active
1233,control,0,dormant
1234,control,0,dormant
1235,treatment,0,dormant
1236,control,0,active
1237,treatment,0,dormant
1238,control,0,active
1239,treatment,0,active
1240,control,0,active
1241,treatment,0,new
1242,treatment,0,active
1243,treatment,0,active
1244,treatment,0,active
1245,treatment,0,active
1246,treatment,0,new
1247,control,0,new
1248,control,0,active
1249,treatment,0,active
1250,treatment,0,active
1251,treatment,0,dormant
1252,control,0,active
1253,control,0,active
1254,control,1,dormant
1255,treatment,0,active
1256,control,1,active
1257,control,0,active
1258,control,0,active
1259,control,0,dormant
1260,treatment,0,new
1261,control,0,active
1262,treatment,0,active
1263,control,0,new
1264,control,0,new
1265,control,0,active
1266,control,0,dormant
1267,control,0,active
1268,control,0,dormant
1269,treatment,1,new
1270,control,0,dormant
1271,treatment,0,active
1272,treatment,0,active
1273,treatment,0,dormant
1274,control,0,dormant
1275,control,0,dormant
1276,control,0,active
1277,control,0,dormant
1278,treatment,0,dormant
1279,control,0,active
1280,control,0,active
1281,treatment,0,active
1282,treatment,0,dormant
1283,treatment,1,dormant
1284,control,0,new
1285,control,0,active
1286,treatment,0,new
1287,control,1,dormant
1288,control,0,active
1289,control,0,active
1290,control,0,active
1291,control,0,new
1292,control,0,active
1293,treatment,0,active
1294,treatment,0,active
1295,treatment,0,new
1296,control,0,active
1297,control,0,active
1298,control,0,active
1299,treatment,0,active
1300,treatment,0,active
1301,control,0,dormant
1302,treatment,0,new
1303,control,0,new
1304,treatment,0,dormant
1305,treatment,0,active
1306,treatment,0,dormant
1307,treatment,1,active
1308,treatment,0,active
1309,control,0,new
1310,treatment,0,new
1311,control,0,dormant
1312,treatment,0,new
1313,treatment,0,new
1314,treatment,1,dormant
1315,control,1,dormant
1316,treatment,0,dormant
1317,treatment,0,active
1318,treatment,0,active
1319,control,0,dormant
1320,control,1,active
1321,control,0,active
1322,control,0,active
1323,treatment,0,active
1324,control,0,new
1325,treatment,1,dormant
1326,control,0,dormant
1327,control,0,new
1328,treatment,0,new
1329,treatment,0,dormant
1330,control,0,new
1331,treatment,0,active
1332,treatment,0,active
1333,control,0,active
1334,treatment,0,dormant
1335,treatment,0,dormant
1336,treatment,0,dormant
1337,control,0,dormant
1338,treatment,0,active
1339,control,0,active
1340,control,0,dormant
1341,control,0,active
1342,control,0,dormant
1343,treatment,0,dormant
1344,treatment,0,dormant
1345,treatment,0,active
1346,control,1,dormant
1347,control,1,new
1348,control,0,new
1349,treatment,0,new
1350,control,0,dormant
1351,treatment,0,active
1352,treatment,0,dormant
1353,control,0,new
1354,treatment,0,active
1355,control,0,active
1356,treatment,0,active
1357,treatment,0,dormant
1358,control,1,active
1359,control,0,active
1360,treatment,0,new
1361,treatment,0,dormant
1362,control,0,active
1363,treatment,0,active
1364,treatment,0,active
1365,treatment,0,active
1366,control,0,active
1367,treatment,0,dormant
1368,treatment,1,dormant
1369,control,0,dormant
1370,control,1,active
1371,treatment,1,dormant
1372,control,0,new
1373,treatment,0,active
1374,control,0,active
1375,control,1,dormant
1376,treatment,0,dormant
1377,control,0,active
1378,treatment,0,dormant
1379,control,0,dormant
1380,treatment,0,new
1381,control,0,active
1382,control,0,dormant
1383,treatment,0,active
1384,control,0,dormant
1385,treatment,0,dormant
1386,control,0,active
1387,treatment,0,new
1388,control,0,active
1389,treatment,1,dormant
1390,control,0,active
1391,control,0,dormant
1392,control,0,active
1393,control,0,new
1394,treatment,0,new
1395,control,0,new
1396,treatment,0,active
1397,control,0,dormant
1398,control,0,active
1399,treatment,0,new
1400,treatment,0,dormant
1401,control,0,dormant
1402,control,0,dormant
1403,control,0,active
1404,treatment,0,dormant
1405,treatment,0,active
1406,control,0,new
1407,treatment,0,new
1408,treatment,0,dormant
1409,treatment,0,new
