user_id,group,segment,opened,clicked
452,treatment,active,0,0
453,treatment,active,1,0
454,treatment,active,0,0
455,control,dormant,0,0
456,control,active,0,0
457,treatment,active,1,1
458,treatment,active,0,0
459,control,dormant,0,0
460,control,dormant,0,0
461,treatment,dormant,0,0
462,control,active,1,0
463,treatment,new,0,0
464,control,active,0,0
465,treatment,active,1,1
466,control,active,0,0
467,treatment,dormant,1,0
468,control,dormant,0,0
469,control,dormant,0,0
470,treatment,active,1,1
471,control,active,0,0
472,treatment,active,1,0
473,control,new,0,0
474,treatment,dormant,0,0
475,control,new,0,0
476,treatment,active,0,0
477,control,active,0,0
478,treatment,active,0,0
479,control,dormant,1,0
480,treatment,active,0,0
481,treatment,dormant,0,0
482,treatment,active,0,0
483,control,active,0,0
484,treatment,dormant,0,0
485,control,active,0,0
486,treatment,dormant,1,1
487,control,active,1,0
488,treatment,active,0,0
489,control,active,0,0
490,control,dormant,0,0
491,treatment,new,0,0
492,control,dormant,0,0
493,control,active,0,0
494,treatment,active,0,0
495,control,active,0,0
496,control,active,1,0
497,control,active,0,0
498,treatment,dormant,0,0
499,control,active,0,0
500,treatment,active,1,0
501,control,active,1,0
502,control,new,0,0
503,control,active,0,0
504,treatment,active,1,0
505,control,active,0,0
506,control,new,1,0
507,treatment,active,1,1
508,control,active,0,0
509,treatment,active,0,0
510,treatment,active,0,0
511,control,new,0,0
512,treatment,dormant,1,0
513,control,dormant,1,0
514,treatment,dormant,0,0
515,treatment,new,0,0
516,control,dormant,0,0
517,treatment,dormant,0,0
518,treatment,dormant,0,0
519,treatment,new,0,0
520,treatment,active,0,0
521,treatment,dormant,0,0
522,control,active,1,0
523,treatment,active,0,0
524,control,active,1,0
525,treatment,active,0,0
526,control,new,0,0
527,control,active,0,0
528,treatment,new,0,0
529,treatment,active,0,0
530,treatment,active,0,0
531,control,active,0,0
532,treatment,new,0,0
533,control,active,1,0
534,control,dormant,0,0
535,control,new,0,0
536,treatment,new,1,0
537,treatment,new,0,0
538,control,dormant,0,0
539,control,active,0,0
540,treatment,active,0,0
541,control,new,0,0
542,treatment,active,0,0
543,control,dormant,0,0
544,treatment,dormant,0,0
545,control,active,0,0
546,treatment,new,0,0
547,control,new,0,0
548,treatment,new,0,0
549,treatment,active,0,0
550,control,new,1,0
551,control,active,0,0
552,treatment,active,0,0
553,control,dormant,0,0
554,treatment,active,0,0
555,control,dormant,0,0
556,treatment,dormant,1,1
557,treatment,new,1,0
558,treatment,dormant,1,0
559,treatment,active,1,1
560,treatment,active,1,0
561,treatment,active,0,0
562,control,dormant,0,0
563,control,active,0,0
564,control,active,0,0
565,treatment,dormant,0,0
566,treatment,new,0,0
567,treatment,active,0,0
568,treatment,dormant,0,0
569,control,dormant,0,0
570,control,dormant,0,0
571,treatment,dormant,1,0
572,control,new,0,0
573,control,dormant,1,0
574,treatment,active,0,0
575,control,active,0,0
576,treatment,new,0,0
577,control,active,0,0
578,treatment,dormant,0,0
579,treatment,dormant,1,0
580,treatment,active,1,1
581,treatment,new,1,0
582,control,active,0,0
583,treatment,dormant,0,0
584,treatment,dormant,0,0
585,treatment,active,0,0
586,control,new,0,0
587,treatment,active,0,0
588,control,active,0,0
589,treatment,dormant,0,0
590,control,active,0,0
591,control,active,0,0
592,treatment,active,0,0
593,control,new,0,0
594,treatment,dormant,0,0
595,treatment,active,0,0
596,treatment,active,0,0
597,control,active,0,0
598,control,active,1,1
599,treatment,active,0,0
600,treatment,dormant,0,0
601,control,active,0,0
602,treatment,active,1,0
603,treatment,new,0,0
604,treatment,active,1,0
605,control,new,0,0
606,control,active,0,0
607,control,dormant,0,0
608,treatment,dormant,0,0
609,treatment,active,0,0
610,treatment,active,0,0
611,control,new,0,0
612,treatment,active,0,0
613,treatment,dormant,0,0
614,treatment,active,0,0
615,treatment,active,1,0
616,control,dormant,0,0
617,control,dormant,0,0
618,treatment,active,0,0
619,control,active,1,0
620,control,new,0,0
621,treatment,new,0,0
622,treatment,dormant,1,0
623,control,dormant,1,0
624,treatment,dormant,0,0
625,control,new,0,0
626,treatment,dormant,0,0
627,control,active,0,0
628,treatment,active,1,0
629,control,active,1,1
630,control,new,0,0
631,control,dormant,0,0
632,treatment,active,0,0
633,control,new,1,0
634,control,new,0,0
635,treatment,new,0,0
636,treatment,new,0,0
637,control,active,0,0
638,control,dormant,0,0
639,treatment,new,1,0
640,treatment,new,1,0
641,treatment,active,0,0
642,treatment,dormant,0,0
643,treatment,active,1,0
644,control,active,0,0
645,treatment,active,0,0
646,control,active,1,1
647,control,new,1,1
648,control,dormant,1,0
649,treatment,active,0,0
650,control,active,0,0
651,control,dormant,0,0
652,treatment,active,0,0
653,control,active,0,0
654,control,active,0,0
655,treatment,new,0,0
656,control,new,0,0
657,control,active,0,0
658,control,dormant,1,0
659,treatment,dormant,0,0
660,treatment,active,0,0
661,treatment,new,0,0
662,control,new,0,0
663,control,dormant,0,0
664,treatment,active,0,0
665,control,active,0,0
666,control,dormant,1,1
667,treatment,dormant,0,0
668,treatment,dormant,0,0
669,control,new,0,0
670,control,dormant,0,0
671,control,dormant,0,0
672,treatment,active,0,0
673,treatment,active,0,0
674,treatment,active,1,0
675,treatment,dormant,1,1
676,control,new,1,1
677,treatment,active,0,0
678,treatment,new,0,0
679,treatment,dormant,1,1
680,treatment,new,0,0
681,treatment,active,1,0
682,control,active,0,0
683,control,dormant,0,0
684,treatment,active,1,0
685,control,new,0,0
686,treatment,dormant,1,0
687,treatment,active,1,0
688,control,dormant,0,0
689,control,new,0,0
690,treatment,active,1,0
691,treatment,active,0,0
692,treatment,new,0,0
693,control,active,0,0
694,treatment,active,0,0
695,treatment,dormant,0,0
696,treatment,active,0,0
697,control,active,1,0
698,treatment,active,0,0
699,treatment,dormant,0,0
700,control,active,0,0
701,treatment,active,0,0
702,treatment,active,0,0
703,control,active,0,0
704,treatment,active,0,0
705,control,dormant,0,0
706,control,active,0,0
707,treatment,dormant,0,0
708,treatment,new,0,0
709,treatment,active,0,0
710,treatment,dormant,0,0
711,control,new,0,0
712,treatment,dormant,1,0
713,control,active,0,0
714,treatment,dormant,1,0
715,treatment,active,0,0
716,treatment,active,1,1
717,control,new,0,0
718,treatment,active,1,0
719,treatment,new,0,0
720,treatment,new,0,0
721,treatment,new,0,0
722,control,active,0,0
723,treatment,dormant,1,0
724,control,new,0,0
725,control,new,1,0
726,control,active,0,0
727,control,new,0,0
728,control,new,0,0
729,control,new,0,0
730,treatment,dormant,0,0
731,control,dormant,0,0
732,control,active,0,0
733,control,active,1,0
734,treatment,active,0,0
735,treatment,active,0,0
736,control,active,0,0
737,treatment,active,0,0
738,control,active,0,0
739,control,new,0,0
740,treatment,active,0,0
741,control,dormant,0,0
742,treatment,active,0,0
743,treatment,dormant,1,0
744,control,dormant,0,0
745,control,new,0,0
746,treatment,active,1,0
747,control,active,0,0
748,control,dormant,0,0
749,control,dormant,0,0
750,treatment,active,0,0
751,treatment,active,0,0
752,control,dormant,1,0
753,treatment,new,0,0
754,treatment,dormant,0,0
755,treatment,dormant,1,1
756,treatment,active,1,0
757,treatment,active,0,0
758,control,active,0,0
759,control,active,0,0
760,control,active,0,0
761,treatment,dormant,0,0
762,treatment,dormant,0,0
763,control,dormant,0,0
764,treatment,new,0,0
765,control,dormant,0,0
766,control,dormant,0,0
767,control,active,0,0
768,treatment,new,0,0
769,treatment,active,0,0
770,control,dormant,0,0
771,control,active,0,0
772,control,dormant,0,0
773,control,active,0,0
774,treatment,dormant,1,0
775,treatment,new,1,1
776,control,active,0,0
777,control,active,1,1
778,treatment,new,0,0
779,treatment,dormant,0,0
780,control,active,1,0
781,control,active,0,0
782,control,active,0,0
783,treatment,active,0,0
784,treatment,new,0,0
785,treatment,new,0,0
786,control,dormant,0,0
787,control,active,0,0
788,treatment,dormant,0,0
789,treatment,dormant,0,0
790,control,active,1,0
791,treatment,active,1,1
792,treatment,active,0,0
793,control,dormant,0,0
794,treatment,dormant,1,0
795,control,active,0,0
796,control,dormant,0,0
797,control,new,0,0
798,control,dormant,1,0
799,control,dormant,0,0
800,control,new,0,0
801,control,active,0,0
802,treatment,new,0,0
803,control,active,0,0
804,control,dormant,0,0
805,treatment,active,0,0
806,treatment,new,0,0
807,treatment,active,0,0
808,control,dormant,1,0
809,treatment,active,1,0
810,control,active,0,0
811,control,new,0,0
812,control,dormant,0,0
813,control,dormant,0,0
814,treatment,active,0,0
815,treatment,new,0,0
816,control,new,0,0
817,control,new,0,0
818,control,active,1,0
819,treatment,dormant,0,0
820,control,active,0,0
821,control,dormant,0,0
822,treatment,active,1,0
823,treatment,dormant,1,0
824,control,dormant,0,0
825,treatment,new,0,0
826,treatment,active,0,0
827,control,active,0,0
828,treatment,new,0,0
829,control,active,0,0
830,treatment,active,0,0
831,control,dormant,0,0
832,control,active,0,0
833,control,dormant,0,0
834,treatment,active,0,0
835,control,dormant,1,0
836,treatment,active,0,0
837,control,dormant,1,1
838,control,active,0,0
839,treatment,active,1,1
840,control,active,1,0
841,control,active,0,0
842,treatment,new,1,0
843,control,new,0,0
844,control,new,0,0
845,control,dormant,0,0
846,control,active,0,0
847,treatment,active,0,0
848,treatment,dormant,1,0
849,control,active,0,0
850,treatment,active,0,0
851,control,new,0,0
852,treatment,dormant,0,0
853,control,dormant,0,0
854,control,dormant,1,1
855,control,active,0,0
856,control,dormant,0,0
857,control,new,1,0
858,control,new,0,0
859,treatment,new,0,0
860,control,active,0,0
861,treatment,active,0,0
862,control,active,1,0
863,treatment,new,0,0
864,treatment,active,0,0
865,treatment,dormant,0,0
866,control,active,0,0
867,control,dormant,0,0
868,treatment,active,1,1
869,control,dormant,1,0
870,treatment,active,0,0
871,control,active,0,0
872,treatment,active,0,0
873,treatment,active,0,0
874,control,dormant,0,0
875,treatment,active,0,0
876,control,active,1,0
877,treatment,dormant,0,0
878,treatment,active,0,0
879,control,active,0,0
880,control,active,0,0
881,control,active,0,0
882,treatment,active,0,0
883,control,active,0,0
884,treatment,dormant,0,0
885,treatment,active,1,0
886,control,active,0,0
887,control,active,0,0
888,treatment,dormant,0,0
889,treatment,dormant,0,0
890,control,active,1,0
891,control,dormant,0,0
892,control,active,0,0
893,control,active,1,0
894,control,new,0,0
895,treatment,active,0,0
896,treatment,active,0,0
897,treatment,dormant,0,0
898,treatment,active,1,1
899,control,dormant,0,0
900,control,active,0,0
901,control,active,0,0
902,treatment,active,0,0
903,treatment,new,0,0
904,control,active,0,0
905,control,new,0,0
906,treatment,active,0,0
907,treatment,active,1,1
908,control,dormant,0,0
909,control,active,0,0
910,treatment,new,0,0
911,control,active,1,0
912,control,dormant,0,0
913,control,dormant,0,0
914,treatment,active,0,0
915,treatment,active,1,1
916,treatment,new,0,0
917,treatment,dormant,0,0
918,treatment,active,0,0
919,treatment,active,1,1
920,treatment,active,1,0
921,control,new,1,0
922,control,dormant,1,1
923,control,new,0,0
924,control,active,0,0
925,control,active,0,0
926,control,dormant,1,0
927,control,dormant,0,0
928,treatment,active,1,0
929,treatment,active,0,0
930,control,dormant,0,0
931,control,new,0,0
932,treatment,active,0,0
933,control,active,1,0
934,control,dormant,0,0
935,treatment,active,0,0
936,control,dormant,0,0
937,treatment,active,0,0
938,control,active,0,0
939,treatment,active,0,0
940,treatment,active,1,0
941,treatment,active,0,0
942,control,active,0,0
943,treatment,new,0,0
944,control,dormant,0,0
945,control,dormant,0,0
946,control,active,0,0
947,control,active,0,0
948,treatment,new,0,0
949,treatment,active,0,0
950,control,dormant,0,0
951,control,new,1,1
952,treatment,new,0,0
953,control,dormant,0,0
954,treatment,active,0,0
955,control,new,0,0
956,control,active,1,0
957,treatment,active,1,0
958,control,active,0,0
959,treatment,dormant,0,0
960,control,dormant,0,0
961,control,active,0,0
962,control,dormant,0,0
963,treatment,active,0,0
964,control,dormant,0,0
965,control,active,0,0
966,control,dormant,0,0
967,control,dormant,0,0
968,treatment,new,0,0
969,treatment,dormant,0,0
970,control,dormant,0,0
971,treatment,dormant,1,0
972,control,active,0,0
973,control,dormant,1,0
974,control,dormant,0,0
975,treatment,active,0,0
976,treatment,dormant,1,1
977,treatment,new,0,0
978,treatment,new,1,1
979,treatment,active,0,0
980,treatment,active,0,0
981,treatment,active,0,0
982,treatment,new,1,0
983,treatment,dormant,1,0
984,control,new,0,0
985,treatment,new,0,0
986,treatment,new,0,0
987,treatment,active,1,0
988,treatment,dormant,0,0
989,treatment,active,0,0
990,treatment,dormant,0,0
991,treatment,new,0,0
992,treatment,active,0,0
993,treatment,active,1,0
994,treatment,active,0,0
995,treatment,new,1,0
996,control,active,0,0
997,control,active,0,0
998,treatment,dormant,0,0
999,treatment,active,0,0
1000,control,new,1,1
1001,treatment,active,0,0
1002,control,new,0,0
1003,control,dormant,0,0
1004,control,active,0,0
1005,control,new,1,0
1006,control,dormant,0,0
1007,treatment,active,0,0
1008,control,new,0,0
1009,treatment,active,0,0
1010,treatment,active,0,0
1011,control,dormant,0,0
1012,control,dormant,0,0
1013,treatment,dormant,0,0
1014,control,active,1,0
1015,control,active,0,0
1016,treatment,dormant,0,0
1017,treatment,new,1,0
1018,control,active,0,0
1019,treatment,active,1,0
1020,control,new,1,0
1021,control,active,0,0
1022,control,dormant,0,0
1023,treatment,dormant,0,0
1024,treatment,new,0,0
1025,treatment,new,1,0
1026,treatment,active,0,0
1027,treatment,dormant,0,0
1028,control,new,0,0
1029,control,dormant,0,0
1030,control,new,1,1
1031,control,active,0,0
1032,treatment,active,0,0
1033,control,dormant,1,0
1034,treatment,active,0,0
1035,control,active,0,0
1036,treatment,active,0,0
1037,treatment,dormant,0,0
1038,control,dormant,1,0
1039,control,new,0,0
1040,control,dormant,0,0
1041,control,active,0,0
1042,treatment,new,1,0
1043,control,active,0,0
1044,control,new,1,0
1045,treatment,dormant,0,0
1046,control,dormant,0,0
1047,control,new,1,0
1048,control,active,0,0
1049,control,dormant,0,0
1050,control,dormant,0,0
1051,treatment,active,1,0
1052,control,dormant,0,0
1053,control,active,0,0
1054,control,active,0,0
1055,control,dormant,1,0
1056,control,active,0,0
1057,treatment,active,0,0
1058,control,active,1,0
1059,treatment,dormant,0,0
1060,treatment,dormant,0,0
1061,control,active,0,0
1062,control,active,0,0
1063,control,active,0,0
1064,control,active,0,0
1065,treatment,active,0,0
1066,control,dormant,0,0
1067,control,active,0,0
1068,control,active,0,0
1069,control,new,0,0
1070,control,active,0,0
1071,control,dormant,0,0
1072,treatment,active,0,0
1073,treatment,new,1,0
1074,control,active,1,0
1075,control,active,1,1
1076,control,new,0,0
1077,treatment,active,0,0
1078,control,active,0,0
1079,treatment,active,1,0
1080,control,active,0,0
1081,control,active,0,0
1082,control,dormant,0,0
1083,control,active,0,0
1084,treatment,active,1,1
1085,treatment,active,1,1
1086,control,active,1,0
1087,control,dormant,0,0
1088,treatment,active,1,1
1089,treatment,dormant,0,0
1090,treatment,new,1,0
1091,treatment,active,0,0
1092,control,dormant,0,0
1093,treatment,active,0,0
1094,control,active,0,0
1095,treatment,active,1,0
1096,treatment,dormant,1,0
1097,treatment,new,0,0
1098,treatment,dormant,0,0
1099,treatment,new,0,0
1100,control,dormant,1,0
1101,control,active,0,0
1102,treatment,dormant,0,0
1103,treatment,active,0,0
1104,control,dormant,0,0
1105,treatment,new,1,0
1106,treatment,new,0,0
1107,control,active,0,0
1108,treatment,new,1,0
1109,treatment,new,0,0
1110,control,dormant,0,0
1111,control,dormant,0,0
1112,control,active,0,0
1113,treatment,dormant,0,0
1114,control,active,1,1
1115,control,active,1,0
1116,control,dormant,1,0
1117,control,active,1,0
1118,control,dormant,0,0
1119,control,active,0,0
1120,treatment,active,0,0
1121,treatment,new,1,0
1122,control,new,0,0
1123,control,new,0,0
1124,control,dormant,0,0
1125,treatment,dormant,0,0
1126,treatment,dormant,0,0
1127,treatment,active,1,0
1128,treatment,active,0,0
1129,treatment,new,1,0
1130,treatment,active,0,0
1131,treatment,active,0,0
1132,treatment,dormant,1,0
1133,treatment,active,1,1
1134,control,new,0,0
1135,control,new,0,0
1136,control,new,0,0
1137,control,active,0,0
1138,treatment,dormant,0,0
1139,treatment,active,1,1
1140,control,dormant,0,0
1141,treatment,active,0,0
1142,control,active,0,0
1143,treatment,new,1,1
1144,control,dormant,1,1
1145,treatment,dormant,0,0
1146,treatment,new,0,0
1147,control,active,0,0
1148,treatment,active,0,0
1149,control,active,0,0
1150,control,dormant,1,0
1151,control,active,1,1
1152,control,active,0,0
1153,treatment,new,0,0
1154,treatment,new,0,0
1155,treatment,new,0,0
1156,control,new,0,0
1157,treatment,dormant,0,0
1158,control,dormant,0,0
1159,treatment,new,0,0
1160,treatment,dormant,0,0
1161,treatment,new,0,0
1162,control,active,0,0
1163,treatment,active,0,0
1164,treatment,active,0,0
1165,control,active,0,0
1166,treatment,active,1,0
1167,control,active,0,0
1168,treatment,dormant,1,0
1169,control,new,0,0
1170,control,new,0,0
1171,treatment,new,0,0
1172,control,active,0,0
1173,control,new,1,0
1174,control,dormant,1,0
1175,control,active,1,0
1176,control,active,0,0
1177,control,active,0,0
1178,treatment,new,0,0
1179,control,new,0,0
1180,control,active,0,0
1181,treatment,active,1,0
1182,treatment,active,1,0
1183,treatment,new,0,0
1184,treatment,dormant,0,0
1185,treatment,new,0,0
1186,treatment,dormant,0,0
1187,treatment,dormant,0,0
1188,control,active,1,0
1189,control,new,0,0
